pair_ids,id1,id2,label,ast_n1,ast_n2,pss_ast,hk_ast,js_ast,ws_ast,cfg_n1,cfg_n2,pss_cfg,hk_cfg,js_cfg,ws_cfg,ddg_n1,ddg_n2,pss_ddg,hk_ddg,js_ddg,ws_ddg,pdg_n1,pdg_n2,pss_pdg,hk_pdg,js_pdg,ws_pdg,cpg_n1,cpg_n2,pss_cpg,hk_cpg,js_cpg,ws_cpg
15971794_2807585,15971794,2807585,0,156,39,0.34602124089225433,0.9935713062113477,0.6407458511076132,0.9607832349444311,66,14,0.32118272580528723,0.9900602954711107,0.42912228350087933,0.9535199979577654,70,17,0.46074784557598125,0.9696677156073971,0.4498326913591443,0.9200414289437896,73,17,0.4663715342892822,0.9682990792840795,0.4082909752319598,0.9001200642292769,156,39,0.45169446265800167,0.9839549751517623,0.6109472867913546,0.9419806160683628
3330775_22338097,3330775,22338097,0,103,69,0.6395579535244239,0.9923974370868176,0.6415358912630791,0.9498582421804818,42,29,0.6721665861625289,0.997139448561623,0.5225796334518108,0.9742153258582038,45,29,0.7230504023426783,0.9920273990019708,0.562373960862943,0.9661336609823991,45,30,0.7417930580057596,0.9942548292555062,0.5792092171955135,0.9632854208472185,103,69,0.7118990047420716,0.9958832370634989,0.7129052612487119,0.9663884536734217
17199913_20267500,17199913,20267500,0,70,54,0.7391304846859916,0.9960277594372945,0.5529898115595018,0.9697122269191126,24,20,0.8228746850309605,0.9885088987415656,0.33040581349029274,0.9487190661380711,28,20,0.7660298734247912,0.9923779071604015,0.3987068684719771,0.9607038617345853,28,20,0.7686754829466887,0.9901952349597111,0.5097433431113805,0.9355290228264362,70,54,0.788445412599066,0.9952411356377044,0.7249998283357538,0.9751871522530868
10266116_21488868,10266116,21488868,0,73,107,0.6560538989633504,0.9955307172346414,0.6117230430255335,0.9737171835566457,31,35,0.8796182798146107,0.9892547909703517,0.4939310345834821,0.9676020083259895,34,39,0.8850170762371283,0.9915419434671486,0.5203996925111732,0.950363542295415,34,39,0.8945159919397425,0.9972512167456735,0.5882099135802588,0.9681410261298864,73,107,0.7127039593796306,0.9927592319641281,0.7527455162680531,0.961848529944302
4417943_12380475,4417943,12380475,0,65,83,0.7545084001616977,0.9991557054791822,0.6930840921958372,0.973819941586811,23,26,0.8797420005435885,0.9806908197026541,0.3906729123094258,0.951403214931752,22,29,0.791523408597819,0.9923253312773285,0.4890932181255577,0.9335203544315986,22,30,0.7936113881952649,0.9951253475656494,0.3805955503521553,0.9628962132493137,65,83,0.7965366978557598,0.998656836268021,0.7311817162889563,0.9785540432534979
14819747_2834524,14819747,2834524,0,404,98,0.34274124488704844,0.9944405932873416,0.7914564996279969,0.9698242956710933,187,36,0.3169561115242402,0.9909769928750268,0.5896456104082284,0.9695277464418961,152,36,0.4132464914053248,0.9887080176982759,0.6429354921656627,0.9241960770394382,189,37,0.4427853745198742,0.9886059412965499,0.5969766670842623,0.9475886410750554,404,98,0.43128304510674076,0.9970198959680259,0.7307719241275461,0.9706898595824672
20920051_12724876,20920051,12724876,0,120,201,0.6004581756974654,0.9980658139600728,0.8027038256851335,0.9583132208630487,48,91,0.5143364945615897,0.9953095743599639,0.6559221225691358,0.981214276964686,48,78,0.7063954220432317,0.9818323039084169,0.582821832486373,0.911859378267273,52,83,0.7301391667677434,0.9917801288272445,0.6956629988270967,0.9590925807014085,120,201,0.6686101378373758,0.9965336705698933,0.7858428787032434,0.972058263583655
19910627_1985677,19910627,1985677,0,62,467,0.31357326129277147,0.9943796763673256,0.6715765754872388,0.9637936552461706,20,197,0.2980604568456727,0.9916105503415776,0.4707427620701816,0.9418752112530604,23,178,0.3683317668444064,0.9841380724423268,0.5502318306676481,0.9583510730453884,23,198,0.3877368379972183,0.9759778621431179,0.558355117918916,0.9291742017753616,62,467,0.37395986614066956,0.9923595639195366,0.7480400861523044,0.976759542285422
18046717_345515,18046717,345515,0,92,47,0.5388329736565647,0.9959188008558599,0.7079869028421826,0.978919740992657,34,13,0.4085490912865935,0.9837740327770887,0.3136294168673921,0.9411105882469329,38,16,0.5659338244772483,0.9788939765132948,0.4356448464442869,0.9523585152061714,38,16,0.5913042348297375,0.9780959984911948,0.41643691282708994,0.9497216365582015,92,47,0.6199577290176116,0.9810528069780448,0.6241676312288847,0.9362936629407421
20310134_23620712,20310134,23620712,0,61,379,0.3184621263201482,0.9927773245712747,0.6347039730384267,0.9629283933585683,19,143,0.3039898584579229,0.9872168593319142,0.4242963579977075,0.9387227580003864,23,144,0.39462839847398057,0.9827512767843887,0.4679039694642455,0.9346194397805653,23,156,0.42161912242046157,0.9736601489516943,0.5233954026430214,0.8974996330654024,61,379,0.3915680454317967,0.9875964014160038,0.7073366039545828,0.9623109603996207
23666973_3375718,23666973,3375718,0,109,177,0.605575442067787,0.9872830399790944,0.7065532950274515,0.963814618151674,39,68,0.5588987887512347,0.9805367313042027,0.5537290457914504,0.9562137272736798,48,64,0.7968323204214971,0.9770958718540622,0.572179610229023,0.8941190371134328,48,70,0.7687084473927074,0.9849267678383418,0.6683243964395267,0.9177509450250578,109,177,0.6823902974418464,0.98820516436799,0.7606996100832824,0.9514337234823446
12417893_2668634,12417893,2668634,0,50,581,0.30035550197895056,0.9964467329568015,0.6852615807469384,0.9699325673154319,18,213,0.298211154752097,0.9882270173000658,0.43728711190984515,0.9596548520604105,21,175,0.38419175257989835,0.9742437037776498,0.48704245300214777,0.9199411169456934,21,206,0.372086206705221,0.9759907785136942,0.46308661922622496,0.9169844332028002,50,581,0.3362821730316626,0.9936197515680731,0.6494729392001984,0.976567694863011
8815137_22625683,8815137,22625683,0,97,94,0.9556345614078781,0.9963166375082111,0.7934367496250435,0.9735528791532957,40,33,0.8187760377668916,0.9996124847532799,0.47871605275199136,0.9644514042980146,36,36,0.9691394532475411,0.9952938440275025,0.5289631862519935,0.9651692645695991,42,37,0.887954545105222,0.9899455126397071,0.5614921303025852,0.9185323378418007,97,94,0.952688342378327,0.9936151938724221,0.7242899448847417,0.9574440191398575
12242903_14450108,12242903,14450108,0,49,148,0.3766877807032836,0.9904727075211941,0.6054869566102214,0.9569521248334906,18,53,0.3991562749968078,0.9768353254350136,0.3879395308925758,0.9385628034119199,21,53,0.5619782515961105,0.9823421460731468,0.5061404917235979,0.9510735816138163,21,53,0.5713081866518678,0.9827477400423977,0.43995644662166666,0.9428394255244771,49,148,0.4806693642270217,0.9961169850276753,0.6851312718693983,0.9755562748148374
5707205_15472181,5707205,15472181,0,441,118,0.3578752683472262,0.993101092795816,0.7477953171002616,0.9729871777629672,182,41,0.3298790528980913,0.997937310622282,0.6420392104781528,0.9721615050077881,142,42,0.5004775540784634,0.9906819089242835,0.620929524731547,0.9590788447933014,184,44,0.5037008989689359,0.9857912403692032,0.6610006516944575,0.9229485131451426,441,118,0.45937570140190115,0.9885245432823826,0.8180206044002403,0.9574260673495962
5744992_12172485,5744992,12172485,0,111,107,0.9490943030727755,0.993598126909178,0.6894943843072959,0.9765500110181711,47,35,0.725284676469638,0.9976451771230214,0.5350113325575769,0.9731447894714644,50,39,0.8299230349022032,0.9974641961347984,0.6696153925201558,0.9618279206900971,50,39,0.8331606604512101,0.9972196426114738,0.5849411569329993,0.9686503926524889,111,107,0.9472198363197776,0.9882672187848417,0.7436619242093051,0.9589460878124352
15202804_2525897,15202804,2525897,1,108,102,0.9185951232087772,0.9990396970098264,0.687891010141356,0.9543288353098028,40,35,0.8687179337106893,0.9953869269416796,0.4878367870210575,0.9717732161887364,48,37,0.8138500370557499,0.9954997882783304,0.48015948847673995,0.9432606109343362,48,37,0.8149565253017214,0.9953976954660637,0.512207040267208,0.95030816889724,108,102,0.9386423071205324,0.998279139296557,0.7680413944774521,0.9683815487011113
9826240_1169642,9826240,1169642,0,152,281,0.5587878205005298,0.9968566850731266,0.7280877332610989,0.973803177048812,61,126,0.4825449490366412,0.9898178767283352,0.6919360628215656,0.9826313176890137,52,104,0.599971702816499,0.9829585722359712,0.6507717638165764,0.9243993567597902,53,132,0.60184778728911,0.996281876452697,0.6756719524372932,0.9492453022562297,152,281,0.6289323774578881,0.9983390258863684,0.8028997776392408,0.9826510503913514
19086952_17874479,19086952,17874479,0,55,69,0.7674678325028736,0.9962060865742874,0.6547057399645069,0.9635230194702518,22,34,0.6230809485562281,0.9988254275137383,0.47168818047297634,0.9658399659704294,24,25,0.9459125076330664,0.9968879811815559,0.411294989531496,0.9459903762769428,24,27,0.9003297854628433,0.9956549182358284,0.49206874780266463,0.9404331686929774,55,69,0.8104509729439574,0.9902453515797802,0.637753949091048,0.9450711348882995
1122585_17029388,1122585,17029388,0,255,52,0.3245911141296955,0.9965342474246657,0.6374212827084297,0.9767662649171823,95,17,0.3205262128836582,0.9908220967267839,0.4191169556001735,0.9550398193651309,78,22,0.4971989499416386,0.9765276426858911,0.5278238819262484,0.9223588657567657,98,22,0.4615298224641376,0.9796765412708425,0.4733322676551601,0.9243644832201604,255,52,0.40437205757523326,0.9957986367389001,0.6816609303571535,0.9793957279134747
17538992_14878593,17538992,14878593,0,37,120,0.3772331611292278,0.9949362453245699,0.6011628649180958,0.9725241711589412,14,45,0.3570494651533047,0.9923838471617783,0.3262245994034242,0.9427363942011145,16,46,0.5201992618552852,0.9748289185045809,0.46175404029460543,0.9424914042219835,16,48,0.5412517126082725,0.9698711230989465,0.4571698812607973,0.9070486913113885,37,120,0.47583357005197086,0.9897419040144173,0.6322988929914225,0.9707564536247952
17683082_5135688,17683082,5135688,0,38,89,0.48220495318026063,0.9887196661076186,0.6246466947191226,0.9584124182901058,22,35,0.6057138470801439,0.9898810586079025,0.413012273402654,0.9678917576976276,15,33,0.6037234736796109,0.9769232898685873,0.3741562859815395,0.938211334731079,15,36,0.5838688091269221,0.9769684744126815,0.4103444308351689,0.9442111598696703,38,89,0.5641843308207359,0.9857782156591599,0.6142648912906251,0.9565051895173796
1954410_14390569,1954410,14390569,1,421,132,0.3817917109950548,0.9902726040141475,0.6931284253333589,0.951631212877975,166,54,0.3739343674090903,0.9842034508838313,0.768571037108005,0.967563781316696,145,57,0.569016456398517,0.9932654617139078,0.7821932630325797,0.9604694247457325,173,57,0.5574854215301701,0.9892789458963267,0.6621861398483497,0.9098564385052316,421,132,0.48415477171036453,0.9971351349674625,0.7503325961409013,0.9722747997370027
13720140_18891988,13720140,18891988,0,118,342,0.395212742894958,0.99823945990071,0.7250281784066066,0.9821501597226242,47,141,0.37731898927342084,0.9985005284207484,0.6096289882538449,0.9796729108066395,48,148,0.5144210256159402,0.990486330367035,0.7412853128639362,0.9628305969883441,51,149,0.5517019912834185,0.9901292950514746,0.7091936301215869,0.9649172174218612,118,342,0.50216220212787,0.9937859907476883,0.7714665935795567,0.9786289600915212
1357662_23467091,1357662,23467091,0,80,117,0.6621699579732526,0.9940746354989595,0.7106854831892497,0.974202638478703,32,41,0.7722961888799252,0.9750213891468209,0.4698759294200999,0.9499874236985277,37,43,0.8727140806728713,0.9948605197683623,0.5557555887578598,0.9397470208769472,37,44,0.8558470387874246,0.9909699419479863,0.5300061700353278,0.9130701518201189,80,117,0.7242038514925991,0.9983931370963582,0.6789068785697648,0.9746631010033465
6190356_13852596,6190356,13852596,0,94,285,0.3844856840931628,0.9940294693347692,0.717897248590956,0.9752809928402565,35,108,0.37115271069710193,0.9958611607062944,0.5253798235811817,0.9697341920349742,37,109,0.4721672464870247,0.9919598411947347,0.5461322047337079,0.9339740148106631,38,113,0.5238877125995394,0.9919267096914797,0.6109972821028428,0.9684998092939892,94,285,0.47725146894964965,0.9964762520854678,0.7818195883527235,0.9806372119711786
22235113_9033639,22235113,9033639,0,130,67,0.5561592604021567,0.9978921755197672,0.7121397468555636,0.9626578066279488,48,28,0.5677924353926453,0.9819082491260137,0.5638771352504794,0.9669505011012723,56,27,0.6168049948948481,0.9879999669741386,0.5908755793273068,0.9623002711682012,56,27,0.6279269773137758,0.9858607031800618,0.6044430600640095,0.9523356519624885,130,67,0.6310924554744287,0.9945231328701011,0.7464529479584114,0.976117088304604
4895903_14038176,4895903,14038176,0,174,63,0.41958138366185005,0.9949171440633839,0.6090326618954355,0.9557289298244299,61,24,0.4263705857297947,0.9767312062698678,0.5565646513650273,0.9442082989671022,57,27,0.6314694326426388,0.9869022286177421,0.5386986435398584,0.9337108261308168,65,27,0.5997524087512064,0.9850106832173458,0.5261674462839275,0.9310431954733887,174,63,0.5132112714753604,0.991549010656911,0.7341245245897818,0.9716649107142377
14590676_22752444,14590676,22752444,0,113,91,0.7739041182575157,0.9970204787371031,0.7070095390303466,0.9775301075424346,38,28,0.7336587023316233,0.9891991657490009,0.47643309090111885,0.9551775389562649,38,33,0.8914037411226171,0.9965756178804286,0.6299113049837091,0.9684645827750048,39,33,0.8715850160584813,0.9964089520646361,0.5740660301150051,0.9494829392168543,113,91,0.8147634974964465,0.9974816147278514,0.805700302151285,0.9870187355492315
20929570_8942491,20929570,8942491,0,100,42,0.44421977451729217,0.9971596151122755,0.5672275720958035,0.9535782736845427,39,14,0.3911171347708476,0.9935345725707952,0.41301585563943266,0.941968374381361,36,16,0.5858371231863817,0.9776859505544752,0.3108655563790519,0.9392233619290974,40,16,0.5782885860544825,0.9754436319637544,0.45637873136882,0.9254418908545322,100,42,0.5296137231063826,0.9941482243076469,0.6312961376245212,0.9516951483825726
3330944_21013026,3330944,21013026,0,184,39,0.33042130910945,0.9910559755421818,0.6051524075430421,0.9736016058591641,63,16,0.3444027930721075,0.9689805284531239,0.3664041430103654,0.93392158951339,74,19,0.4777029838533802,0.9726047088789548,0.4726316292947197,0.921811561986168,74,19,0.4952911990828451,0.9706804977649457,0.4840326477296433,0.8915695949063293,184,39,0.42401638685896237,0.9904716900160822,0.6813783810768788,0.9777213901050015
15202804_3375718,15202804,3375718,0,108,177,0.6019026771395128,0.997410498067415,0.6616716176222235,0.9597126445455263,40,68,0.5730228961488779,0.9913754994358334,0.6076170192423471,0.9779431839200146,48,64,0.8101735943473279,0.9962580089976733,0.6398733132191357,0.9662918886885092,48,70,0.7721643388130307,0.9910965870500656,0.598723248946812,0.9524080845949199,108,177,0.6822127889342082,0.9943396888834283,0.8246866573551435,0.9676250793877067
20247400_20623709,20247400,20623709,1,71,562,0.3066220942946694,0.9972470055035982,0.7380342323538189,0.977708743323947,28,219,0.3042630926291122,0.9932659475108128,0.5464608883519497,0.9695637682139958,27,209,0.38274909221438796,0.9838054722934103,0.5440546368778167,0.9530430492713811,29,233,0.3992786016571796,0.9770740827999461,0.6060618239695289,0.9278102102910177,71,562,0.3720384357093586,0.986446089805035,0.6977530936224122,0.9569582466120549
13024538_16719805,13024538,16719805,0,52,149,0.3977326989782673,0.9970119103465774,0.6541056105151413,0.9550670393135159,21,56,0.4200437253340199,0.9760672386460039,0.49243358025693607,0.9351421949446332,21,54,0.5151995957682225,0.9907183829412598,0.4180082323746934,0.9470476221695863,22,58,0.5562736565267878,0.9877076393063172,0.48640912658681135,0.9427573169091427,52,149,0.4954663677837218,0.994856149223455,0.6626715805597181,0.9636938052767933
13852596_3631989,13852596,3631989,0,285,45,0.31883920872520816,0.9965355556041281,0.661117191386337,0.9757623447242815,108,16,0.30648020391637937,0.9779089491614806,0.405036190802059,0.9483612764488913,109,18,0.3798770703885501,0.9810814650785719,0.44791870245217236,0.921421284576696,113,18,0.4122854944489528,0.9749905898712941,0.504161346711766,0.9469468091458776,285,45,0.3852167555172505,0.9841410576183142,0.7010020141974032,0.9492316300476367
3252116_8024375,3252116,8024375,1,114,142,0.7732555945606171,0.9890112245336505,0.6936223243196653,0.9301785944670596,40,53,0.7436128486004371,0.9924025793393129,0.5757250362843328,0.9642987794538336,33,49,0.7362804492034166,0.9916206698223355,0.6454058297561569,0.9616578278649006,38,55,0.7499721028502653,0.9974196275656059,0.6589618944347535,0.9697943099649776,114,142,0.8154056938031526,0.9973434900486626,0.7441746976931747,0.9515128550724954
13439950_822452,13439950,822452,0,93,156,0.5967516469441967,0.9934137935907745,0.6715803025083109,0.9743326032193242,34,68,0.4809615435310777,0.9821476159786462,0.5297852912110433,0.9577068077731989,33,58,0.6752414579208793,0.9920452026210959,0.5777959896296476,0.9576213606245025,35,58,0.7005010895489823,0.9933679347111569,0.6949600080655579,0.9594214553847081,93,156,0.6621010627612417,0.9984816095196322,0.7533930854272846,0.9853025346464555
23677128_11005804,23677128,11005804,0,30,81,0.43141119155778834,0.982793026317819,0.501162085122525,0.8729157880465225,8,27,0.35344272513772274,0.9682509271666404,0.27058588189177046,0.9275196905695088,16,31,0.6448116889476054,0.9806045983336837,0.4918544752511401,0.9428531359843263,16,35,0.6216006197042573,0.9782535905765795,0.42358033588948285,0.9227049221848859,30,81,0.5113887605214903,0.9916144301991677,0.5768440369178564,0.911384980757328
11840277_822452,11840277,822452,0,85,156,0.5695075125616442,0.9886775619968514,0.5296270647705339,0.9449903053480955,27,68,0.40285825329290326,0.9936253553246619,0.5230158089998103,0.9435802930013636,27,58,0.6092557676472572,0.9890386026126512,0.5960606723153453,0.9617266635073929,27,58,0.609332697725974,0.9889530374152877,0.5889850454554573,0.9651852280695159,85,156,0.6349178431568129,0.996329207922828,0.7444591109538901,0.9728463021089734
3024987_481364,3024987,481364,0,74,15,0.32982088208809185,0.9840104594799353,0.5002539341258736,0.9489398885425377,27,6,0.316795409702096,0.9723676555426801,0.3006923157850372,0.9138831967648559,29,7,0.44887252716297127,0.9349624678799209,0.2502602111944534,0.8869212406724218,29,7,0.44887252716297127,0.9349624678799209,0.2502602111944534,0.8869212406724218,74,15,0.415545339773821,0.9715668592905151,0.5332740985060357,0.935897134131888
11082670_942693,11082670,942693,0,345,439,0.7625667005688573,0.9987025078809318,0.8175496662798599,0.9776691098551963,151,204,0.72502805998562,0.9961944032214578,0.8569133711413096,0.9831971990103826,139,159,0.8912592627045999,0.9913955512393878,0.7138665101087269,0.9553031146629031,154,208,0.804132966557268,0.9973670368394026,0.7509608203801433,0.960814453157047,345,439,0.8153743875694969,0.9976412757850646,0.844209248682571,0.9871235836444521
3683344_20568568,3683344,20568568,0,145,250,0.5858761893757382,0.9970598783944701,0.730751432181763,0.9761242940035647,54,90,0.585744673377097,0.992817511119455,0.6670035379010537,0.9743660665713875,53,91,0.6975944497002843,0.978831111020064,0.6207638452571399,0.8969363923020862,56,95,0.7203056915454628,0.989357345496709,0.6788549031708395,0.9475137482830724,145,250,0.6610000216273674,0.9943654683981081,0.8026555741282029,0.9731241494708976
4973095_7468827,4973095,7468827,0,60,118,0.5423513705894921,0.9871247198371453,0.6608364373869016,0.9529271569247223,24,47,0.4938547465947561,0.993685981920313,0.5093414317551674,0.9566411019868927,24,45,0.6509330798194425,0.9823850146302615,0.530163696845575,0.9279078107650011,25,47,0.650545251677559,0.9883768675767288,0.5072799805005537,0.9585021959162948,60,118,0.6203405433849414,0.9918429697777325,0.7096802139550257,0.969749716614059
